"","gender_dummy","Youth_dummy","Arrival_dummy","Foreign_born_or_Not_dummy","Registered_or_not_dummy","Likely_vote","Often_discuss_poltics","Interested_In_Politics","Discussed_politics_with_famandfriend","year_born","Year_In_US","Ethnicity","Citizen_or_not","Registered_or_not","Foreign_born_or_Not","YOUTH","english_ablitity_speak","english_ablitity_reading","Gender","Background_Asian"
"120",1,0,NA,0,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1981,NA,"(12) cambodian","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"121",0,0,1,1,1,"My chances of voting are 50-50","Not too often","Interested","(2) No",1960,1980,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Cambodian"
"122",1,0,1,1,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1970,1983,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"123",0,0,0,1,1,"My chances of voting are less than 50-50","Not at all","Not at all Interested","(2) No",1945,1996,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"124",1,0,0,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(2) No",1962,1991,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"125",0,0,1,1,1,"My chances of voting are less than 50-50","Not at all","Very Interested","(2) No",1955,1943,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"126",0,0,NA,0,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1945,NA,"(12) cambodian","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH","(1) Not at all","(4) Very well","Female","Cambodian"
"127",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1940,1948,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"128",0,0,0,1,1,"My chances of voting are 50-50","Not at all","Very Interested","(2) No",1932,1986,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Cambodian"
"129",1,0,1,1,0,"I will not vote this year","Very often","Interested","(1) Yes",1950,1975,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"130",0,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(2) No",1985,1985,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"131",0,0,1,1,1,NA,"Not too often","Not at all Interested","(2) No",1953,1975,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"132",0,0,1,1,0,"I will not vote this year","Not at all","Not at all Interested","(2) No",1949,1985,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"133",1,0,1,1,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1956,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"134",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1951,1982,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"135",0,0,1,1,0,"I will not vote this year","Not at all","Somewhat Interested","(2) No",1936,1981,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(1) Not at all","Female","Cambodian"
"136",0,0,1,1,1,"I am absolutely certain I will vote","Very often","Interested","(1) Yes",1938,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"137",0,0,1,1,1,"I will not vote this year","Not at all","Interested","(2) No",1958,1983,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"138",0,0,1,1,1,"I am absolutely certain I will vote","Very often","Not at all Interested","(1) Yes",1959,1979,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"139",0,0,0,1,0,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1964,2001,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Cambodian"
"140",1,0,1,1,1,"My chances of voting are less than 50-50","Not at all","Interested","(2) No",1949,1984,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Male","Cambodian"
"141",0,0,1,1,1,"I am pretty likely to vote","Not too often","Somewhat Interested","(2) No",1940,1982,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"142",0,0,1,1,1,"I will not vote this year","Not at all","Not at all Interested","(2) No",1954,1984,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(1) Not at all","Female","Cambodian"
"143",0,0,0,1,0,"My chances of voting are 50-50","Not at all","Not at all Interested","(2) No",1978,2006,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"144",0,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(2) No",1943,1989,"(13) chinese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Chinese"
"145",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1933,1980,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"146",1,1,1,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1954,1975,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Cambodian"
"147",0,0,1,1,0,"My chances of voting are 50-50","Not too often","Somewhat Interested","(2) No",1968,1984,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"148",1,0,1,1,0,"I will not vote this year","Not at all","Not at all Interested","(2) No",1935,1980,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"149",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1962,1983,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Cambodian"
"150",0,0,1,1,0,"I am pretty likely to vote","Somewhat often","Interested","(1) Yes",1955,1979,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"151",0,0,0,1,0,"I will not vote this year","Not at all","Not at all Interested","(2) No",1962,1990,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"152",1,0,0,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1944,1986,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"153",0,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(2) No",1963,1997,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"154",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1972,1985,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"155",0,0,0,1,1,"I am pretty likely to vote","Somewhat often","Somewhat Interested","(2) No",1953,1989,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"156",0,0,1,1,1,"My chances of voting are less than 50-50","Not at all","Interested","(2) No",1959,1984,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"157",0,0,1,1,0,"I will not vote this year","Not at all","Interested","(2) No",1942,1982,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(1) Not at all","Female","Cambodian"
"158",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1976,1984,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Cambodian"
"159",1,0,1,1,0,"I will not vote this year","Not too often","Very Interested","(2) No",1950,1980,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"160",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1957,1979,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"161",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(2) No",1950,1943,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Cambodian"
"162",0,0,0,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(2) No",1953,1986,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(1) Not at all","Female","Cambodian"
"163",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1953,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"164",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(2) No",1940,1975,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"165",0,0,1,1,1,"I am absolutely certain I will vote","Very often","Somewhat Interested","(1) Yes",1962,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"166",1,0,1,1,1,"I am absolutely certain I will vote","Very often","Very Interested","(2) No",1958,1984,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Cambodian"
"167",1,1,NA,0,0,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1990,NA,"(12) cambodian","(1) Citizen","Not Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Cambodian"
"168",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1974,1978,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"169",1,0,1,1,0,"I will not vote this year","Not at all","Somewhat Interested","(2) No",1951,1984,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(2) Just a little","Male","Cambodian"
"170",0,0,0,1,1,"My chances of voting are less than 50-50","Not at all","Very Interested","(2) No",1960,2005,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Cambodian"
"171",0,0,1,1,0,NA,"Not at all","Very Interested","(2) No",1958,1981,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"172",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(2) No",1943,1979,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Cambodian"
"173",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1946,1980,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"174",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(2) No",1953,1998,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"175",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1949,1985,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Cambodian"
"176",1,0,1,1,0,NA,"Not at all","Not at all Interested","(2) No",1955,1981,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"177",0,0,0,1,1,"I am absolutely certain I will vote","Not too often","Not at all Interested","(2) No",1955,1993,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"178",0,0,0,1,1,"My chances of voting are 50-50","Not at all","Somewhat Interested","(2) No",1956,1986,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Cambodian"
"179",0,0,1,1,0,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1964,1983,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Cambodian"
"180",0,0,1,1,1,"I am absolutely certain I will vote","Very often","Very Interested","(2) No",1942,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(1) Not at all","Female","Cambodian"
"181",0,0,1,1,1,"My chances of voting are 50-50","Not at all","Interested","(1) Yes",1950,1980,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"182",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1961,1985,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"183",0,0,1,1,0,"My chances of voting are less than 50-50","Not at all","Not at all Interested","(2) No",1944,1983,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"184",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1942,1982,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(1) Not at all","Male","Cambodian"
"185",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1963,1984,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Cambodian"
"186",0,0,1,1,0,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1963,1984,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"187",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1956,1980,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"188",1,0,0,1,0,"I will not vote this year","Very often","Interested","(2) No",1965,1996,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Male","Cambodian"
"189",0,0,0,1,0,"I will not vote this year","Not at all","Not at all Interested","(2) No",1955,1986,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"190",0,0,1,1,1,"My chances of voting are 50-50","Not at all","Very Interested","(2) No",1959,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"191",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(2) No",1963,1985,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"192",0,0,0,1,0,"I will not vote this year","Not at all","Somewhat Interested","(2) No",1939,2008,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"193",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1957,1982,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Cambodian"
"194",0,0,0,1,0,"I will not vote this year","Not at all","Somewhat Interested","(2) No",1957,1987,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"195",0,0,1,1,0,"I will not vote this year","Not at all","Not at all Interested","(2) No",1941,1981,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Cambodian"
"196",1,1,NA,0,1,"I will not vote this year","Not too often","Not at all Interested","(1) Yes",1992,NA,"(12) cambodian","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Cambodian"
"197",1,1,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1950,1983,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(2) Just a little","(1) Not at all","Male","Cambodian"
