"","gender_dummy","Youth_dummy","Arrival_dummy","Foreign_born_or_Not_dummy","Registered_or_not_dummy","Likely_vote","Often_discuss_poltics","Interested_In_Politics","Discussed_politics_with_famandfriend","year_born","Year_In_US","Ethnicity","Citizen_or_not","Registered_or_not","Foreign_born_or_Not"
"160",1,0,1,0,0,"My chances of voting are less than 50-50","Not at all","(3) Interested","(2) No",1949,1984,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"161",0,0,1,0,0,"I am pretty likely to vote","Not too often","(2) Somewhat interested","(2) No",1940,1982,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"162",0,0,1,0,0,"I will not vote this year","Not at all","(1) Not at all interested","(2) No",1954,1984,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"163",0,0,0,0,0,"My chances of voting are 50-50","Not at all","(1) Not at all interested","(2) No",1978,2006,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"164",0,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(2) No",1943,1989,"(13) chinese","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"165",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1933,1980,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"166",1,1,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1954,1975,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"167",1,0,0,0,NA,NA,NA,NA,NA,1966,2006,"(12) cambodian","(0) Not a citizen",NA,"Foreign Born Citizen"
"168",0,0,1,0,0,"My chances of voting are 50-50","Not too often","(2) Somewhat interested","(2) No",1968,1984,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"169",1,0,1,0,0,"I will not vote this year","Not at all","(1) Not at all interested","(2) No",1935,1980,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"170",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1962,1983,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"171",0,0,1,0,0,"I am pretty likely to vote","Somewhat often","(3) Interested","(1) Yes",1955,1979,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"172",0,0,0,0,0,"I will not vote this year","Not at all","(1) Not at all interested","(2) No",1962,1990,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"173",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1944,1986,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"174",0,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(2) No",1963,1997,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"175",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1972,1985,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"176",0,0,0,0,0,"I am pretty likely to vote","Somewhat often","(2) Somewhat interested","(2) No",1953,1989,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"177",0,0,1,0,0,"My chances of voting are less than 50-50","Not at all","(3) Interested","(2) No",1959,1984,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"178",0,0,1,0,0,"I will not vote this year","Not at all","(3) Interested","(2) No",1942,1982,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"179",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1976,1984,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"180",1,0,1,0,0,"I will not vote this year","Not too often","(4) Very interested","(2) No",1950,1980,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"181",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1957,1979,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"182",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(2) No",1950,1943,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"183",0,0,0,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(2) No",1953,1986,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"184",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1953,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"185",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(2) No",1940,1975,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"186",0,0,1,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(1) Yes",1962,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"187",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(2) No",1958,1984,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"188",1,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1990,NA,"(12) cambodian","(1) Citizen","Not Registered","Native Born Citizen"
"189",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1974,1978,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"190",1,0,1,0,0,"I will not vote this year","Not at all","(2) Somewhat interested","(2) No",1951,1984,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"191",0,0,0,0,0,"My chances of voting are less than 50-50","Not at all","(4) Very interested","(2) No",1960,2005,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"192",0,0,1,0,0,NA,"Not at all","(4) Very interested","(2) No",1958,1981,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"193",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(2) No",1943,1979,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"194",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1946,1980,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"195",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(2) No",1953,1998,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"196",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1949,1985,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"197",1,0,1,0,0,NA,"Not at all","(1) Not at all interested","(2) No",1955,1981,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"198",1,0,1,0,NA,NA,"Not at all","(1) Not at all interested","(2) No",1958,1981,"(12) cambodian","(0) Not a citizen",NA,"Foreign Born Citizen"
"199",0,0,0,0,0,"I am absolutely certain I will vote","Not too often","(1) Not at all interested","(2) No",1955,1993,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"200",0,0,1,0,NA,NA,"Not too often","(1) Not at all interested","(2) No",1960,1984,"(12) cambodian","(0) Not a citizen",NA,"Foreign Born Citizen"
"201",0,0,0,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(2) No",1956,1986,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"202",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1964,1983,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"203",0,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(2) No",1942,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"204",0,0,1,0,0,"My chances of voting are 50-50","Not at all","(3) Interested","(1) Yes",1950,1980,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"205",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1961,1985,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"206",0,0,1,0,0,"My chances of voting are less than 50-50","Not at all","(1) Not at all interested","(2) No",1944,1983,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"207",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1942,1982,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"208",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1963,1984,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"209",0,0,0,0,NA,NA,"Not at all","(1) Not at all interested","(2) No",1954,1989,"(12) cambodian","(0) Not a citizen",NA,"Foreign Born Citizen"
"210",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1963,1984,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"211",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1956,1980,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"212",1,0,0,0,0,"I will not vote this year","Very often","(3) Interested","(2) No",1965,1996,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"213",0,0,0,0,0,"I will not vote this year","Not at all","(1) Not at all interested","(2) No",1955,1986,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"214",0,0,1,0,0,"My chances of voting are 50-50","Not at all","(4) Very interested","(2) No",1959,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"215",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(2) No",1963,1985,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"216",0,0,0,0,0,"I will not vote this year","Not at all","(2) Somewhat interested","(2) No",1939,2008,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"217",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1957,1982,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"218",0,0,0,0,0,"I will not vote this year","Not at all","(2) Somewhat interested","(2) No",1957,1987,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"219",0,0,1,0,0,"I will not vote this year","Not at all","(1) Not at all interested","(2) No",1941,1981,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"220",1,1,NA,0,0,"I will not vote this year","Not too often","(1) Not at all interested","(1) Yes",1992,NA,"(12) cambodian","(1) Citizen","Yes, Registered","Native Born Citizen"
"221",1,1,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1950,1983,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"222",0,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(2) No",1989,NA,"(12) cambodian","(1) Citizen","Yes, Registered","Native Born Citizen"
"223",1,0,NA,0,0,"I will not vote this year","Not too often","(2) Somewhat interested","(2) No",1948,NA,"(12) cambodian","(1) Citizen","Not Registered","Native Born Citizen"
"224",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1951,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"225",0,1,NA,0,0,"I will not vote this year","Not at all","(4) Very interested","(2) No",1952,NA,"(12) cambodian","(1) Citizen","Not Registered","Native Born Citizen"
"226",0,0,1,0,0,"I will not vote this year","Not at all","(2) Somewhat interested","(2) No",1953,1984,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"227",0,0,1,0,0,"I will not vote this year","Not at all","(1) Not at all interested","(2) No",1932,1978,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"228",0,0,1,0,0,"I will not vote this year","Not at all","(3) Interested","(2) No",1952,1981,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"229",0,0,1,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(1) Yes",1951,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"230",1,0,0,0,0,"My chances of voting are 50-50","Not at all","(3) Interested","(2) No",1978,2001,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"231",0,0,1,0,0,"I will not vote this year","Somewhat often","(2) Somewhat interested","(2) No",1952,1980,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"232",0,0,0,0,0,"I will not vote this year","Not at all","(2) Somewhat interested","(2) No",1957,1988,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"233",1,0,0,0,0,"I will not vote this year","Not at all","(2) Somewhat interested","(2) No",1957,1993,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"234",1,0,1,0,0,"I will not vote this year","Not too often","(2) Somewhat interested","(2) No",1954,1985,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"235",0,0,NA,0,0,"I am pretty likely to vote","Not too often","(3) Interested","(2) No",1953,NA,"(12) cambodian","(1) Citizen","Yes, Registered","Native Born Citizen"
"236",0,0,1,0,0,"I will not vote this year","Not at all","(3) Interested","(2) No",1957,1984,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"237",1,0,1,0,0,"I will not vote this year","Not at all","(2) Somewhat interested","(2) No",1940,1984,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"238",0,0,1,0,0,"I will not vote this year","Not at all","(2) Somewhat interested",NA,1953,1984,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"239",0,0,0,0,0,"I will not vote this year","Not at all","(2) Somewhat interested","(2) No",1963,2001,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"240",1,0,NA,0,0,"My chances of voting are 50-50","Somewhat often","(4) Very interested","(1) Yes",1998,NA,"(12) cambodian","(1) Citizen","Yes, Registered","Native Born Citizen"
"241",0,0,1,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(2) No",1960,1985,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"242",1,0,0,0,0,"I will not vote this year","Not at all","(2) Somewhat interested","(2) No",1965,1987,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"243",1,0,1,0,0,"I will not vote this year","Not at all","(4) Very interested","(2) No",1966,1982,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"244",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1956,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"245",0,0,1,0,0,"I will not vote this year","Not at all","(1) Not at all interested","(2) No",1955,1981,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"246",0,0,1,0,0,"I will not vote this year","Not at all","(1) Not at all interested","(2) No",1954,1984,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"247",1,0,1,0,NA,NA,"Not at all","(2) Somewhat interested","(2) No",1954,1985,"(12) cambodian","(0) Not a citizen",NA,"Foreign Born Citizen"
"248",1,0,1,0,0,"I will not vote this year","Not at all","(3) Interested","(2) No",1950,1985,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"249",1,0,1,0,0,"My chances of voting are 50-50","Somewhat often","(4) Very interested","(1) Yes",1942,1985,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"250",0,0,1,0,0,"I will not vote this year","Very often","(4) Very interested","(2) No",1946,1983,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"251",0,0,1,0,0,"My chances of voting are less than 50-50","Not too often","(2) Somewhat interested","(2) No",1960,1983,"(12) cambodian","(1) Citizen","Not Sure Currently Registered","Foreign Born Citizen"
"252",0,1,0,0,0,"My chances of voting are 50-50","Very often","(3) Interested","(1) Yes",1944,1989,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"253",0,0,0,0,0,"My chances of voting are less than 50-50","Not at all","(1) Not at all interested","(2) No",1980,2002,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
"254",1,1,NA,0,0,"My chances of voting are less than 50-50","Not at all","(3) Interested","(1) Yes",1996,NA,"(12) cambodian","(1) Citizen","Yes, Registered","Native Born Citizen"
"255",0,1,0,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(2) No",1984,1996,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"256",0,0,0,0,0,"I will not vote this year","Not at all","(1) Not at all interested","(2) No",1954,1986,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"257",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1951,1981,"(12) cambodian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"258",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(1) Yes",1974,1982,"(12) cambodian","(1) Citizen","Not Registered","Foreign Born Citizen"
